address,title,area,sex_landlord,rent_cost_day,name_landlord,layout,city,sumpeople,beds,link,rate
北京市海淀区合建楼,全朝南小黄人玩具总动屋－－－米窝北京家,60平米,Female,466,米窝,2室1厅1卫1厨1阳台,北京,宜住4人,共3张,http://bj.xiaozhu.com/fangzi/2658683262.html,5分
北京市通州区永顺南街新光大中心8BC,通州运河核心区，北关地铁站旁，五星级智能公寓,59平米,Female,338,河马与公主的城堡,1室1厅1卫1厨1阳台,北京,宜住3人,共2张,http://bj.xiaozhu.com/fangzi/16998375401.html,5分
北京市朝阳区双井桥 天之骄子,国贸双井10号线高档社区温馨大床带阳台房间,20平米,Female,251,初夏2017,4室2厅2卫1厨2阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/8468213563.html,4.8分
北京市朝阳区青年汇一号地,北欧公主风·直达南锣鼓巷北海后海什刹海,58平米,Male,458,一凡雅域,1室1厅1卫1厨1阳台,北京,宜住3人,共2张,http://bj.xiaozhu.com/fangzi/5859999514.html,5分
北京市海淀区农大南路厢黄旗七彩华园,两居家庭套房|近颐和园圆明园清华大学|带电梯,80平米,Female,458,七彩小院,2室2厅1卫1厨2阳台,北京,宜住4人,共2张,http://bj.xiaozhu.com/fangzi/4826501114.html,5分
北京市丰台区玉璞家园,北京西站六里桥9、10、14三线地铁温馨单间,15平米,Female,118,yifan0101,3室1厅1卫1厨1阳台,北京,宜住1人,共1张,http://bj.xiaozhu.com/fangzi/16249252201.html,4.8分
北京市海淀区中铁翰庭 3号楼,【配备空气净化器】六道口金码大厦宽敞两居整租,90平米,Male,600,蓝哥,2室1厅1卫1厨1阳台,北京,宜住4人,共2张,http://bj.xiaozhu.com/fangzi/6060429016.html,5分
北京市朝阳区南三里屯西,三里屯SOHO、太古里旁闹中取静，影音套间,25平米,Male,299,秋掌柜,2室1厅1卫1厨2阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/1955644771.html,5分
北京市朝阳区卧龙小区,亚运村鸟巢旁边整租三居室，海贼王主题风格,98平米,Female,599,zizai7102,3室2厅1卫1厨2阳台,北京,宜住6人,共3张,http://bj.xiaozhu.com/fangzi/19089207501.html,nan
北京市朝阳区建国路88号SOHO现代城1号楼,【探索者之家】国贸CBD中国风星宿 客厅床位,48平米,Male,110,探索者之家,3室2厅2卫1厨1阳台,北京,宜住1人,共1张,http://bj.xiaozhu.com/fangzi/6010027915.html,4.8分
北京市朝阳区奥北南区,地铁1分钟 五道口东直门 精致一居可住三人,65平米,Male,298,安安同学,1室1厅1卫1厨0阳台,北京,宜住3人,共2张,http://bj.xiaozhu.com/fangzi/2986469263.html,4.9分
北京市朝阳区大山子彩虹路6号（798艺术区往北300米),03舒适大卧室、恒通园区、798、简洁舒适,16平米,Female,248,暖阳洋Sunny,3室2厅2卫1厨2阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/2858475362.html,4.9分
北京市朝阳区百环家园,【创业者之家】国贸双井舒适床位,40平米,Male,89,zhangfeng8411,3室1厅2卫1厨2阳台,北京,宜住1人,共1张,http://bj.xiaozhu.com/fangzi/829076339.html,4.9分
北京市东城区雍和宫大街,二号五号线雍和宫地铁独立卫生间,40平米,Female,398,仙人球lsy,1室1厅1卫1厨1阳台,北京,宜住3人,共3张,http://bj.xiaozhu.com/fangzi/4217003813.html,5分
北京市丰台区宋庄路26号院,地铁5号、10号线宋家庄站附近的舒适单间,15平米,Male,208,我不知道Robin,2室1厅1卫1厨1阳台,北京,宜住2人,共2张,http://bj.xiaozhu.com/fangzi/1761428435.html,5分
北京市海淀区牡丹园健安西路月季园小区(牡丹园地铁C口出600米),（北医三院）十号线牡丹园地铁精装一居改2居,67平米,Female,398,北京点点公寓,2室1厅1卫1厨1阳台,北京,宜住4人,共3张,http://bj.xiaozhu.com/fangzi/858363739.html,4.9分
北京市昌平区龙跃苑东五区,[2分钟到霍营地]8号13号线交汇点温馨单间,16平米,Male,139,自由天涯,3室1厅2卫1厨2阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/343836701.html,4.9分
北京市朝阳区常营富力阳光美园,地铁6号线常营单间167温馨公寓爱猪我家,8平米,Female,167,爱猪我家萍姐,2室1厅1卫1厨1阳台,北京,宜住1人,共1张,http://bj.xiaozhu.com/fangzi/1865324234.html,4.8分
北京市海淀区复兴路30号,五棵松地铁一号线直达天安门故宫豪华公寓二居室,70平米,Male,999,小猪用户1087390***...,2室0厅1卫1厨1阳台,北京,宜住6人,共3张,http://bj.xiaozhu.com/fangzi/16681701503.html,5分
北京市朝阳区广渠路36号首城国际,【限时特价】双井10号7号14号地铁三室整租,108平米,Female,750,小妍的家,3室1厅1卫1厨1阳台,北京,宜住6人,共4张,http://bj.xiaozhu.com/fangzi/3746927330.html,4.9分
北京市丰台区七里庄丰台泥洼路周庄子家园2号楼1单元,近邻北京西站 南站 307医院舒适大两居室,78平米,Male,338,小房东东,2室1厅1卫1厨1阳台,北京,宜住5人,共3张,http://bj.xiaozhu.com/fangzi/1185941235.html,5分
北京市朝阳区工体北路，东三里屯社区,太古里、使馆区、三里屯SOHO旁温馨逼格房间,20平米,Male,299,秋掌柜,2室1厅1卫1厨1阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/3220092330.html,5分
北京市朝阳区锦芳路1号院旭辉奥都,特价！邻地铁品质观景一居 近鸟巢奥森,48平米,Male,268,山峰的峰,1室0厅1卫1厨1阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/5940251916.html,5分
北京市东城区雍和宫大街,二环雍和宫簋街复式二层小楼秒乘地铁,30平米,Female,320,仙人球lsy,5室1厅3卫1厨1阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/4697847613.html,5分
北京市东城区鼓楼,【清新】鼓楼后海+胡同独立小院里的老北京民宿,20平米,Female,248,心旅民宿,1室0厅0卫0厨0阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/4362986414.html,5分
北京市丰台区六里桥地铁,近西站六里桥地铁儿童医院宣武医院天安门小两居,75平米,Female,398,高兴的home,1室1厅1卫1厨1阳台,北京,宜住5人,共4张,http://bj.xiaozhu.com/fangzi/3679756429.html,4.8分
北京市海淀区朱房路68号橡树湾三期4号楼,五彩城橡树湾高级公寓！ 单间出租！ 设备齐全,20平米,Female,298,小柒val,3室1厅2卫1厨0阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/1943752971.html,5分
北京市海淀区万寿路甲6号院4号楼8单元4层,地铁口万寿路1号线主卧大单间清新唯美多个商圈,18平米,Female,239,恋家壹段时光,2室1厅1卫1厨0阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/6875172816.html,5分
北京市朝阳区小关北里,惠新西街南口安贞医院鸟巢附近中式简约两居整租,67平米,Male,458,温馨小屋张大哥,2室1厅1卫1厨1阳台,北京,宜住5人,共3张,http://bj.xiaozhu.com/fangzi/16089873603.html,4.8分
北京市海淀区蓟门桥和景园,知春路（北航、北影、北医三院、政法）两居豪装,70平米,Male,586,一路在囧途,1室1厅1卫1厨1阳台,北京,宜住5人,共3张,http://bj.xiaozhu.com/fangzi/16120287203.html,5分
北京市海淀区复兴路61号院,「优惠」近301医院 1号线万寿路旁温馨一居,45平米,Male,339,绿竹青青,1室1厅1卫1厨1阳台,北京,宜住4人,共2张,http://bj.xiaozhu.com/fangzi/15887530903.html,5分
北京市朝阳区东柏街时代国际嘉园,【摩纳哥阳光下的浴缸】CBD国贸，地铁3分钟,58平米,Female,428,猪小春,1室1厅1卫1厨1阳台,北京,宜住4人,共1张,http://bj.xiaozhu.com/fangzi/7178199616.html,4.8分
北京市海淀区学清路 城华园小区,精装美式两居 双阳台 近五道口中关村,85平米,Male,498,四海为一家,2室1厅1卫1厨2阳台,北京,宜住4人,共2张,http://bj.xiaozhu.com/fangzi/17679553903.html,5分
北京市海淀区苏州街万泉河路小南庄18号楼,安静男生床位 距离人民大学最近的房间,20平米,Male,120,Jackshi_1208,3室2厅1卫1厨1阳台,北京,宜住2人,共2张,http://bj.xiaozhu.com/fangzi/24007700.html,4.9分
北京市朝阳区望京利泽西园114号楼,14号线地铁东湖渠您独享高端体验,68平米,Female,395,Alicejy,1室1厅1卫1厨1阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/3442493330.html,5分
北京市朝阳区柏林爱乐,直达国贸CBD精装,69平米,Male,266,非凡猪猪,2室1厅1卫1厨1阳台,北京,宜住5人,共2张,http://bj.xiaozhu.com/fangzi/16178731803.html,4.9分
北京市东城区贡院西街9号贡院9号,建国门天安门长安街北京站 商旅首选高端公寓,159平米,Male,1500,AZheng_123,2室2厅2卫1厨2阳台,北京,宜住4人,共2张,http://bj.xiaozhu.com/fangzi/4248489314.html,5分
北京市朝阳区建国路88号SOHO现代城1号楼,【探索者之家】国贸CBD中国风星宿3床位房,15平米,Male,110,探索者之家,3室2厅2卫1厨1阳台,北京,宜住1人,共1张,http://bj.xiaozhu.com/fangzi/5985773315.html,5分
北京市朝阳区八里庄西里远洋天地73号楼,远洋天地 国贸CBD 四惠地铁5分钟 工业风,62平米,Female,398,初见ing,1室0厅1卫1厨1阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/3760588330.html,4.9分
北京市朝阳区惠新西街5号院,惠新西街北口地铁100米阳光单间出租,10平米,Male,168,小军,3室1厅1卫1厨0阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/307921901.html,5分
北京市朝阳区时代国际嘉园,北京双井国贸天安门高端社区两室一厅整套出租,75平米,Female,428,美子MZ,2室1厅1卫1厨1阳台,北京,宜住6人,共2张,http://bj.xiaozhu.com/fangzi/19191699003.html,nan
北京市西城区半步桥街未来花园,天安门天坛故宫皇城根火车站大床房,14平米,Female,198,chengql7895,3室2厅1卫1厨2阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/2608231762.html,5分
北京市海淀区清河阳光南里,小米「爱知家」精装舒适大床房★,15平米,Female,158,00海娟00,3室0厅1卫1厨1阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/3767983829.html,5分
北京市朝阳区酒仙桥路26号,HolyNite爱樂情调室魅惑水床紧邻地铁,70平米,Female,598,HolyNite情调室,1室0厅1卫1厨0阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/9782728580.html,4.9分
北京市朝阳区东三里屯社区2号楼,三里屯太古里soho最近小区，艺术舒适,65平米,Female,579,pattypatty,2室1厅1卫1厨1阳台,北京,宜住3人,共2张,http://bj.xiaozhu.com/fangzi/6188718615.html,5分
北京市朝阳区首城国际南区,紧邻国贸双井高档社区复古艺术风朝南大主卧特惠,20平米,Female,238,zoehh,3室1厅1卫1厨1阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/13297203201.html,4.9分
北京市大兴区世嘉博苑10号楼,【绿叶·温馨小筑】4号线西红门站 北京南站,39平米,Male,369,徐向杰,1室1厅1卫1厨1阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/6372940416.html,4.9分
北京市丰台区蒲芳路9号GOGO新世代小区,全家出游住二环蒲黄榆双地铁，毗邻天安门天坛,51平米,Female,388,cherry澄澄,1室1厅1卫1厨1阳台,北京,宜住4人,共2张,http://bj.xiaozhu.com/fangzi/14751772803.html,nan
北京市朝阳区慧忠里小区,鸟巢旁边，粉色浪漫阳光房。,25平米,Female,248,zizai7102,3室2厅1卫1厨2阳台,北京,宜住3人,共1张,http://bj.xiaozhu.com/fangzi/17097834603.html,nan
北京市朝阳区中滩村大街8号院,地铁立水桥南一居整租,56平米,Female,308,凤凰880,1室1厅1卫1厨0阳台,北京,宜住3人,共2张,http://bj.xiaozhu.com/fangzi/10277890360.html,5分
北京市朝阳区十里河桥西弘善家园,舒适精装潘家园十里河地铁10-14号线近国贸,60平米,Female,368,兰絮413,1室1厅1卫1厨1阳台,北京,宜住3人,共2张,http://bj.xiaozhu.com/fangzi/1370027235.html,5分
北京市朝阳区百子湾东里沿海赛洛城407号楼,7号线百子湾紧邻国贸CBD温馨loft小窝,62平米,Female,448,小小珊,1室1厅1卫1厨1阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/18503585601.html,nan
北京市大兴区天宫院华佗路9号院熙兆大厦,天宫院地铁5分钟，精装复式公寓整租,60平米,Male,288,马羽涵爸爸,1室1厅1卫1厨0阳台,北京,宜住3人,共2张,http://bj.xiaozhu.com/fangzi/3992161730.html,4.9分
北京市丰台区宋家庄园2区6号楼,宋家庄方庄近天坛国贸两居整套出租,82平米,Male,399,北京有个乌托邦,2室1厅1卫1厨1阳台,北京,宜住5人,共3张,http://bj.xiaozhu.com/fangzi/15539179703.html,nan
北京市东城区新景家园西区5号楼,天安门故宫王府井天坛北京站同仁医院两居可做饭,60平米,Male,498,好孩子旺仔,2室0厅1卫1厨1阳台,北京,宜住4人,共2张,http://bj.xiaozhu.com/fangzi/17696501803.html,5分
北京市朝阳区东柏街10号院3号楼,Hello 西雅图#国贸CBD双井地铁2分钟,60平米,Male,358,福态儿哥,1室1厅1卫1厨0阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/8749609464.html,5分
北京市朝阳区广渠路50,天安门国贸双井地铁10号线100米淡雅两居室,70平米,Female,508,匆匆时光过客,2室1厅1卫1厨1阳台,北京,宜住4人,共2张,http://bj.xiaozhu.com/fangzi/18280600803.html,nan
北京市朝阳区小关北里,惠新西街南口阳光大主卧,15平米,Female,218,最美好的时光遇到,2室1厅1卫1厨1阳台,北京,宜住2人,共2张,http://bj.xiaozhu.com/fangzi/2449998662.html,5分
北京市朝阳区双桥中路合美国际C座,*秘密花园*秋千吊椅八通双桥站近传媒一居,58平米,Male,285,W_FullHome,1室0厅1卫1厨1阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/8487481463.html,5分
北京市朝阳区广渠路36号百环家园,【长租优惠】东三环地铁旁首城国际三室一厅整租,100平米,Female,650,小妍的家,3室1厅1卫1厨1阳台,北京,宜住5人,共4张,http://bj.xiaozhu.com/fangzi/2538072663.html,5分
北京市朝阳区百子湾沿海赛洛城A6,特价！！国贸三里屯/天安门王府井两层复式整租,65平米,Female,420,小猪之家么么哒,1室1厅1卫1厨1阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/4506787914.html,5分
北京市朝阳区望京将府家园,望京798竹林精舍3居室欢迎干净整洁一家,128平米,Male,588,非凡猪猪,3室2厅1卫1厨2阳台,北京,宜住6人,共4张,http://bj.xiaozhu.com/fangzi/19497510303.html,nan
北京市丰台区蒲芳路9号院GOGO新世代小区,双地铁蒲黄榆站一居室临天坛同仁协和东方医院,30平米,Female,288,cherry澄澄,1室1厅1卫1厨1阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/17850028203.html,nan
北京市海淀区首体南路20号,金融街南锣西单国图军艺北大清华地铁6/9号线,12平米,Female,298,厅长阿姨,3室2厅2卫1厨1阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/4131080529.html,5分
北京市朝阳区惠新里社区239号,天安门，故宫，南锣鼓巷，鸟巢~近地铁二人间,20平米,Female,210,小猪之家么么哒,2室1厅1卫1厨1阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/6138551516.html,5分
北京市海淀区西四环中路41号院,一号线五棵松地铁北欧风两居室,65平米,Female,475,Cathy77dudu,2室1厅1卫1厨1阳台,北京,宜住4人,共2张,http://bj.xiaozhu.com/fangzi/5171917314.html,5分
北京市通州区新建村,通州 物资学院  草房 常营天街 一居室X1,60平米,Female,278,侣家,1室1厅1卫1厨1阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/6383326716.html,5分
北京市朝阳区酒仙桥路26号,HolyNite洁癖の福音情调室交通超赞,55平米,Female,458,HolyNite情调室,1室0厅1卫1厨0阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/16900409003.html,5分
北京市海淀区学院路街道逸成东苑1号楼,六道口青年民宿－与书同眠6人间 女神床位,30平米,Male,118,小鸡和小鱿鱼,3室2厅2卫1厨1阳台,北京,宜住6人,共6张,http://bj.xiaozhu.com/fangzi/3209886330.html,4.9分
北京市东城区北锣鼓巷,胡同独院整套 近南锣鼓巷 后海 安定门地铁,60平米,Male,698,北京骐骥,2室1厅1卫1厨1阳台,北京,宜住4人,共3张,http://bj.xiaozhu.com/fangzi/17335012803.html,nan
北京市朝阳区苹果社区北区,国贸双井10号线苹果公寓,58平米,Female,428,阳光艳艳,1室0厅1卫1厨0阳台,北京,宜住2人,共1张,http://bj.xiaozhu.com/fangzi/2803985763.html,4.8分
上海市闵行区保乐路165号,国家会展虹桥机场2号线徐泾东附近圆床房整租,50平米,Male,258,范自飞,1室1厅1卫0厨0阳台,上海,宜住2人,共1张,http://sh.xiaozhu.com/fangzi/13421195802.html,5分
上海市静安区西康路356号,老上海复式毗邻静安寺商圈/南京西路/恒隆广场,80平米,Female,728,eva＿liu,2室1厅1卫1厨0阳台,上海,宜住6人,共3张,http://sh.xiaozhu.com/fangzi/16987213503.html,nan
上海市浦东区杨高南路2140弄建业新村,实习出差出游内环正南地铁房迪士尼外滩都方便,20平米,Female,188,candy2016,2室1厅1卫1厨1阳台,上海,宜住2人,共1张,http://sh.xiaozhu.com/fangzi/2094105582.html,5分
上海市浦东新区三灶路1330弄,上海迪士尼独栋别墅带露天楼台套房两房,50平米,Male,368,上海洪嘉园民宿,2室1厅1卫1厨1阳台,上海,宜住5人,共2张,http://sh.xiaozhu.com/fangzi/3364239329.html,5分
上海市静安区愚园路395弄,独享百年愚园里弄洋房-民国旧影&都会风情交融,20平米,Male,479,YangCici,1室1厅1卫0厨1阳台,上海,宜住2人,共2张,http://sh.xiaozhu.com/fangzi/5083434913.html,4.9分
上海市浦东新区崂山路571弄,世纪大道整租高层阳光两房 停车方便,62平米,Female,528,熊猫妞妞,2室1厅1卫1厨1阳台,上海,宜住6人,共3张,http://sh.xiaozhu.com/fangzi/14283535703.html,nan
上海市浦东新区张江三灶路1330弄,上海迪士尼独栋别墅两房(迪士尼专车接送),60平米,Male,368,上海洪嘉园民宿,2室0厅1卫1厨1阳台,上海,宜住4人,共2张,http://sh.xiaozhu.com/fangzi/3445417830.html,4.9分
上海市浦东新区羽山路100弄,世纪大道/外滩/会展中心/仁济医院阳光2人居,23平米,Female,298,向阳的家,3室2厅1卫1厨1阳台,上海,宜住3人,共1张,http://sh.xiaozhu.com/fangzi/14964141703.html,5分
上海市普陀区长寿路888号,武宁路地铁口精装高层公寓，近南京西路淮海中路,44平米,Male,269,竹竹的屋,1室0厅1卫1厨1阳台,上海,宜住2人,共2张,http://sh.xiaozhu.com/fangzi/8012357616.html,4.9分
上海市静安区汉中路,汉中路地铁站【和猫住】阳光主卧【慢生活街区】,15平米,Female,258,lindacnsh,1室2厅1卫1厨1阳台,上海,宜住2人,共1张,http://sh.xiaozhu.com/fangzi/3871989230.html,4.9分
上海市徐汇区永康路38弄18号,【洄流】法租界大两室露台4人，10号线田子坊,60平米,Female,658,viyier,2室1厅1卫1厨1阳台,上海,宜住4人,共2张,http://sh.xiaozhu.com/fangzi/6771208316.html,4.9分
上海市闵行区梅龙镇兴南路业祥路晶华坊19号,邻上海南站华东理工为亲订制的大飘窗清雅小居,15平米,Male,158,星耀堂,2室1厅1卫1厨1阳台,上海,宜住2人,共1张,http://sh.xiaozhu.com/fangzi/504723801.html,4.8分
上海市浦东新区川沙镇华夏二路1455弄心圆东苑,迪士尼免费接送迪士尼后现代风格大三居,100平米,Male,798,迪士尼梦幻小屋,3室2厅1卫1厨2阳台,上海,宜住9人,共6张,http://sh.xiaozhu.com/fangzi/14477581503.html,5分
上海市松江区泗泾镇外婆泾288弄,玛雅水上乐园超大飘窗地铁房,20平米,Female,219,aq淡若清风,3室2厅1卫1厨3阳台,上海,宜住2人,共1张,http://sh.xiaozhu.com/fangzi/15724715401.html,nan
上海市浦东新区张江三灶路1330弄,上海迪士尼别墅亲子套房(代购门票和专车接送),40平米,Male,368,上海洪嘉园民宿,2室0厅1卫1厨1阳台,上海,宜住4人,共2张,http://sh.xiaozhu.com/fangzi/3794605329.html,4.8分
上海市浦东新区川沙镇杜坊村,小熊维尼亲子房+迪士尼免费接送代售迪士尼门,30平米,Female,378,逸巢民宿,1室0厅1卫0厨0阳台,上海,宜住3人,共2张,http://sh.xiaozhu.com/fangzi/14034036001.html,5分
上海市浦东区环桥路1137弄,迪士尼|新国际博览中心|地铁零距离|舒适三房,101平米,Male,436,水中花7089,3室2厅1卫1厨0阳台,上海,宜住6人,共4张,http://sh.xiaozhu.com/fangzi/3266673930.html,5分
上海市长宁区新泾4村300弄,2号线淞虹路地铁站旁朝南落地窗大主卧近会展,20平米,Female,188,爱幻想的猫,2室1厅1卫1厨1阳台,上海,宜住2人,共1张,http://sh.xiaozhu.com/fangzi/4590705213.html,5分
上海市黄浦区中山南路398号,独享外滩豪宅江景房 东方明珠 豫园,37平米,Female,399,介介,3室2厅2卫1厨2阳台,上海,宜住2人,共1张,http://sh.xiaozhu.com/fangzi/416194501.html,5分
上海市浦东新区杨南路1899弄博学家园,温馨大床房，紧邻6／11号线直达迪士尼，世博,15平米,Female,149,wan312,2室1厅1卫1厨1阳台,上海,宜住2人,共1张,http://sh.xiaozhu.com/fangzi/9132686464.html,5分
上海市徐汇区天平路179弄,衡山路徐家汇的时尚魅力二居室,80平米,Female,600,Nita3,2室1厅1卫1厨1阳台,上海,宜住4人,共2张,http://sh.xiaozhu.com/fangzi/4716017214.html,4.8分
上海市静安区愚园路246弄20号,静安寺零距离高层公寓,52平米,Male,480,李美琛,1室1厅1卫1厨1阳台,上海,宜住4人,共2张,http://sh.xiaozhu.com/fangzi/2076195082.html,4.9分
上海市浦东新区瑞和路900弄16号,迪士尼套房公寓(一房一厅一卫)整套,68平米,Female,298,2017嘟嘟,1室1厅1卫1厨1阳台,上海,宜住2人,共1张,http://sh.xiaozhu.com/fangzi/13032537302.html,5分
上海市浦东新区川沙华夏二路1500弄,迪士尼冰河世纪主题亲子房,60平米,Male,418,望佳客栈,1室1厅1卫1厨1阳台,上海,宜住4人,共2张,http://sh.xiaozhu.com/fangzi/15721976203.html,nan
上海市虹口区北苏州路400号河滨大楼,【粉波普】看外滩的超大阳台房河滨大楼1935,62平米,Male,598,王老闆,1室1厅1卫1厨1阳台,上海,宜住2人,共2张,http://sh.xiaozhu.com/fangzi/2072817182.html,4.9分
上海市虹口区山阴路191弄,PINK!山阴路1930s老上海风情别墅,56平米,Male,580,slowhandz,1室1厅1卫1厨1阳台,上海,宜住2人,共1张,http://sh.xiaozhu.com/fangzi/2433481463.html,4.6分
上海市静安区康定路733弄,2/7号线静安寺昌平路地铁，闹市中的一片宁静,9平米,Female,138,不默,3室1厅1卫1厨1阳台,上海,宜住1人,共1张,http://sh.xiaozhu.com/fangzi/645375901.html,5分
上海市徐汇区东安一村112号,徐汇区东安路地铁口旁全宜家家具经济两房,50平米,Female,398,梦想_看世界,2室0厅1卫1厨1阳台,上海,宜住4人,共2张,http://sh.xiaozhu.com/fangzi/1992958671.html,4.7分
上海市普陀区管弄,【花园】整租；5分钟到地铁7号线，直达静安寺,60平米,Female,299,ljljgenius,2室2厅1卫1厨1阳台,上海,宜住5人,共5张,http://sh.xiaozhu.com/fangzi/4108916829.html,4.8分
上海市浦东区环桥路1136弄,特价房【动物城】迪士尼大两房/新国展/野生动,95平米,Female,458,Art云之家,2室2厅1卫1厨2阳台,上海,宜住7人,共4张,http://sh.xiaozhu.com/fangzi/3276300330.html,4.8分
上海市浦东区潍坊西路1弄,陆家嘴顶级豪宅 坐看外滩 离地铁也近,78平米,Female,888,陆家嘴滨江豪宅,4室2厅4卫1厨1阳台,上海,宜住2人,共1张,http://sh.xiaozhu.com/fangzi/925835760.html,5分
上海市普陀区镇坪路48弄,【童颜】镇坪路单间～7号地铁直达静安寺,11平米,Female,178,冰糖的甜蜜空间,3室1厅1卫1厨1阳台,上海,宜住1人,共1张,http://sh.xiaozhu.com/fangzi/6496715915.html,5分
上海市普陀区杏山路12弄7号,金沙江路地铁～环球港～100平两居超性价比～,100平米,Male,398,烈马狂生,2室2厅1卫1厨2阳台,上海,宜住4人,共3张,http://sh.xiaozhu.com/fangzi/12706446302.html,5分
上海市浦东新区华夏二路1500弄,迪士尼米奇主题亲子套房，免费接送,78平米,Female,568,小武77,2室2厅1卫1厨1阳台,上海,宜住4人,共2张,http://sh.xiaozhu.com/fangzi/10504688660.html,nan
上海市静安区乌鲁木齐北路华山路,静安法租界北欧风格公寓 戏剧学院,40平米,Male,468,Sophie_cg,1室1厅1卫1厨0阳台,上海,宜住2人,共1张,http://sh.xiaozhu.com/fangzi/1943929571.html,5分
上海市长宁区平塘路,虹桥2号线北新泾地铁温馨大阳台大床房,20平米,Male,185,会走路的人,2室1厅1卫1厨1阳台,上海,宜住2人,共1张,http://sh.xiaozhu.com/fangzi/16378940903.html,5分
上海市徐汇区大木桥路237弄,嘉善路地铁口近日月光田子坊及中山医院B,20平米,Female,238,kate96,1室0厅1卫0厨0阳台,上海,宜住2人,共1张,http://sh.xiaozhu.com/fangzi/9601306663.html,4.9分
上海市黄浦区复兴中路616弄,616上海弄堂*带阁楼独立厨卫套房*行李寄存,40平米,Male,428,Mike周,1室1厅1卫1厨0阳台,上海,宜住3人,共2张,http://sh.xiaozhu.com/fangzi/3218724030.html,4.6分
上海市静安区华山路285弄大胜胡同,流淌旧时光·静安寺法租界钢琴尖顶双层老洋房,85平米,Female,750,诺诺叶子,2室2厅2卫1厨0阳台,上海,宜住4人,共3张,http://sh.xiaozhu.com/fangzi/16812714003.html,nan
上海市浦东新区三灶路1450弄,上海迪士尼特近民宿 包接送  免费早餐,12平米,Female,228,圆梦城堡,7室2厅4卫1厨2阳台,上海,宜住2人,共1张,http://sh.xiaozhu.com/fangzi/15684070101.html,4.2分
上海市浦东新区周浦镇周浦万达广场D栋,周浦万达广场酒店公寓精装大床房近迪士尼度假区,55平米,Female,298,小乔g1,1室1厅1卫1厨1阳台,上海,宜住2人,共1张,http://sh.xiaozhu.com/fangzi/9139579464.html,5分
上海市浦东新区三灶路1450弄,迪士尼超近独栋别墅  包接送 免费早餐,20平米,Female,388,圆梦城堡,6室2厅4卫1厨2阳台,上海,宜住3人,共2张,http://sh.xiaozhu.com/fangzi/16177771601.html,nan
上海市黄浦区瑞金二路132弄,田子坊新天地 /地铁1/9号老上海絕版公寓,28平米,Male,335,siyan5,1室1厅1卫1厨0阳台,上海,宜住2人,共1张,http://sh.xiaozhu.com/fangzi/2517959463.html,4.9分
上海市浦东区年家浜东路159弄36号 印象生活广场,迪士尼附近豪装酒店式公寓，临万达 16号地铁,55平米,Male,398,lancezhou,1室1厅1卫1厨0阳台,上海,宜住4人,共2张,http://sh.xiaozhu.com/fangzi/2909907163.html,5分
上海市浦东新区东昌路东园4村,1F两床陆家嘴东方明珠套房直达机场高铁站外滩,50平米,Female,500,小丸子Tia,1室1厅1卫1厨0阳台,上海,宜住4人,共2张,http://sh.xiaozhu.com/fangzi/3768714530.html,4.9分
上海市松江区九亭镇蒲汇路178弄,近虹桥火车站 国家会展中心 七宝老街温馨小窝,52平米,Male,228,许云宝99,1室1厅1卫1厨1阳台,上海,宜住2人,共1张,http://sh.xiaozhu.com/fangzi/11012536959.html,nan
上海市长宁区万航渡路,中山公园／龙之梦旁3分钟创意舒适黄月亮小窝,10平米,Female,249,毛酋長,3室2厅2卫1厨1阳台,上海,宜住2人,共1张,http://sh.xiaozhu.com/fangzi/1579917435.html,5分
